slot,action,sample_ready,channel_success,weighted_aoi,aoi_0,aoi_1,aoi_2
1,0,1,1,11.0,1,2,2
2,1,1,1,13.0,2,1,3
3,2,1,0,19.0,3,2,4
4,1,0,0,25.0,4,3,5
5,0,1,1,27.0,1,4,6
6,1,1,0,33.0,2,5,7
7,2,0,0,39.0,3,6,8
8,1,1,1,33.0,4,1,9
9,0,1,1,35.0,1,2,10
10,1,1,1,37.0,2,1,11
11,2,1,1,10.0,3,2,1
12,1,1,1,12.0,4,1,2
13,0,1,1,14.0,1,2,3
14,1,1,1,16.0,2,1,4
15,2,1,1,10.0,3,2,1
16,1,1,1,12.0,4,1,2
17,0,1,1,14.0,1,2,3
18,1,1,1,16.0,2,1,4
19,2,1,0,22.0,3,2,5
20,1,1,1,24.0,4,1,6
21,0,1,1,26.0,1,2,7
22,1,1,1,28.0,2,1,8
23,2,1,0,34.0,3,2,9
24,1,1,1,36.0,4,1,10
25,0,1,1,38.0,1,2,11
26,1,1,1,40.0,2,1,12
27,2,1,1,10.0,3,2,1
28,1,1,1,12.0,4,1,2
29,0,1,1,14.0,1,2,3
30,1,1,1,16.0,2,1,4
31,2,1,0,22.0,3,2,5
32,1,1,1,24.0,4,1,6
33,0,1,1,26.0,1,2,7
34,1,0,0,32.0,2,3,8
35,2,0,0,38.0,3,4,9
36,1,1,1,36.0,4,1,10
37,0,1,1,38.0,1,2,11
38,1,1,1,40.0,2,1,12
39,2,0,0,46.0,3,2,13
40,1,0,0,52.0,4,3,14
41,0,1,1,54.0,1,4,15
42,1,1,0,60.0,2,5,16
43,2,1,1,18.0,3,6,1
44,1,1,1,12.0,4,1,2
45,0,1,1,14.0,1,2,3
46,1,1,1,16.0,2,1,4
47,2,1,1,10.0,3,2,1
48,1,1,0,16.0,4,3,2
49,0,1,1,18.0,1,4,3
50,1,0,0,24.0,2,5,4
51,2,0,0,30.0,3,6,5
52,1,1,1,24.0,4,1,6
53,0,1,0,30.0,5,2,7
54,1,1,1,32.0,6,1,8
55,2,0,0,38.0,7,2,9
56,1,1,1,40.0,8,1,10
57,0,1,1,38.0,1,2,11
58,1,1,1,40.0,2,1,12
59,2,0,0,46.0,3,2,13
60,1,1,1,48.0,4,1,14
61,0,1,1,50.0,1,2,15
62,1,1,1,52.0,2,1,16
63,2,1,1,10.0,3,2,1
64,1,1,1,12.0,4,1,2
65,0,1,1,14.0,1,2,3
66,1,1,0,20.0,2,3,4
67,2,1,1,14.0,3,4,1
68,1,1,1,12.0,4,1,2
69,0,1,1,14.0,1,2,3
70,1,1,1,16.0,2,1,4
71,2,0,0,22.0,3,2,5
72,1,1,1,24.0,4,1,6
73,0,1,1,26.0,1,2,7
74,1,1,1,28.0,2,1,8
75,2,0,0,34.0,3,2,9
76,1,1,1,36.0,4,1,10
77,0,1,1,38.0,1,2,11
78,1,1,1,40.0,2,1,12
79,2,0,0,46.0,3,2,13
80,1,1,1,48.0,4,1,14
81,0,1,1,50.0,1,2,15
82,1,1,0,56.0,2,3,16
83,2,1,1,14.0,3,4,1
84,1,1,1,12.0,4,1,2
85,0,1,1,14.0,1,2,3
86,1,1,1,16.0,2,1,4
87,2,0,0,22.0,3,2,5
88,1,1,1,24.0,4,1,6
89,0,1,1,26.0,1,2,7
90,1,1,1,28.0,2,1,8
91,2,0,0,34.0,3,2,9
92,1,1,1,36.0,4,1,10
93,0,1,1,38.0,1,2,11
94,1,1,1,40.0,2,1,12
95,2,0,0,46.0,3,2,13
96,1,0,0,52.0,4,3,14
97,0,1,1,54.0,1,4,15
98,1,1,0,60.0,2,5,16
99,2,1,0,66.0,3,6,17
100,1,1,0,72.0,4,7,18
101,0,0,0,78.0,5,8,19
102,1,1,1,68.0,6,1,20
103,2,1,1,14.0,7,2,1
104,1,1,1,16.0,8,1,2
105,0,1,1,14.0,1,2,3
106,1,1,1,16.0,2,1,4
107,2,1,1,10.0,3,2,1
108,1,0,0,16.0,4,3,2
109,0,1,1,18.0,1,4,3
110,1,1,1,16.0,2,1,4
111,2,1,1,10.0,3,2,1
112,1,1,1,12.0,4,1,2
113,0,1,1,14.0,1,2,3
114,1,1,0,20.0,2,3,4
115,2,0,0,26.0,3,4,5
116,1,1,1,24.0,4,1,6
117,0,1,1,26.0,1,2,7
118,1,1,1,28.0,2,1,8
119,2,1,0,34.0,3,2,9
120,1,1,1,36.0,4,1,10
121,0,1,1,38.0,1,2,11
122,1,1,1,40.0,2,1,12
123,2,1,1,10.0,3,2,1
124,1,1,0,16.0,4,3,2
125,0,1,1,18.0,1,4,3
126,1,1,1,16.0,2,1,4
127,2,0,0,22.0,3,2,5
128,1,1,1,24.0,4,1,6
129,0,1,1,26.0,1,2,7
130,1,1,1,28.0,2,1,8
131,2,1,0,34.0,3,2,9
132,1,0,0,40.0,4,3,10
133,0,0,0,46.0,5,4,11
134,1,1,1,44.0,6,1,12
135,2,1,1,14.0,7,2,1
136,1,1,1,16.0,8,1,2
137,0,1,0,22.0,9,2,3
138,1,1,1,24.0,10,1,4
139,2,0,0,30.0,11,2,5
140,1,1,1,32.0,12,1,6
141,0,1,0,38.0,13,2,7
142,1,0,0,44.0,14,3,8
143,2,1,0,50.0,15,4,9
144,1,1,1,48.0,16,1,10
145,0,1,1,38.0,1,2,11
146,1,1,1,40.0,2,1,12
147,2,1,0,46.0,3,2,13
148,1,1,1,48.0,4,1,14
149,0,1,0,54.0,5,2,15
150,1,1,1,56.0,6,1,16
151,2,1,1,14.0,7,2,1
152,1,1,1,16.0,8,1,2
153,0,1,1,14.0,1,2,3
154,1,1,1,16.0,2,1,4
155,2,1,0,22.0,3,2,5
156,1,0,0,28.0,4,3,6
157,0,1,0,34.0,5,4,7
158,1,1,1,32.0,6,1,8
159,2,1,1,14.0,7,2,1
160,1,0,0,20.0,8,3,2
161,0,1,1,18.0,1,4,3
162,1,1,1,16.0,2,1,4
163,2,1,1,10.0,3,2,1
164,1,1,1,12.0,4,1,2
165,0,1,1,14.0,1,2,3
166,1,1,1,16.0,2,1,4
167,2,1,1,10.0,3,2,1
168,1,1,1,12.0,4,1,2
169,0,1,1,14.0,1,2,3
170,1,1,1,16.0,2,1,4
171,2,0,0,22.0,3,2,5
172,1,0,0,28.0,4,3,6
173,0,1,1,30.0,1,4,7
174,1,1,1,28.0,2,1,8
175,2,1,0,34.0,3,2,9
176,1,1,1,36.0,4,1,10
177,0,1,1,38.0,1,2,11
178,1,1,1,40.0,2,1,12
179,2,1,0,46.0,3,2,13
180,1,1,1,48.0,4,1,14
181,0,1,1,50.0,1,2,15
182,1,1,1,52.0,2,1,16
183,2,1,0,58.0,3,2,17
184,1,1,0,64.0,4,3,18
185,0,1,0,70.0,5,4,19
186,1,0,0,76.0,6,5,20
187,2,1,1,22.0,7,6,1
188,1,1,1,16.0,8,1,2
189,0,1,1,14.0,1,2,3
190,1,1,1,16.0,2,1,4
191,2,1,0,22.0,3,2,5
192,1,1,1,24.0,4,1,6
193,0,1,1,26.0,1,2,7
194,1,1,1,28.0,2,1,8
195,2,1,1,10.0,3,2,1
196,1,1,1,12.0,4,1,2
197,0,1,1,14.0,1,2,3
198,1,0,0,20.0,2,3,4
199,2,1,0,26.0,3,4,5
200,1,1,0,32.0,4,5,6
201,0,1,1,34.0,1,6,7
202,1,1,0,40.0,2,7,8
203,2,1,0,46.0,3,8,9
204,1,1,0,52.0,4,9,10
205,0,1,1,54.0,1,10,11
206,1,1,1,40.0,2,1,12
207,2,1,1,10.0,3,2,1
208,1,1,1,12.0,4,1,2
209,0,1,1,14.0,1,2,3
210,1,0,0,20.0,2,3,4
211,2,1,1,14.0,3,4,1
212,1,1,1,12.0,4,1,2
213,0,1,1,14.0,1,2,3
214,1,1,1,16.0,2,1,4
215,2,1,0,22.0,3,2,5
216,1,1,1,24.0,4,1,6
217,0,1,1,26.0,1,2,7
218,1,1,1,28.0,2,1,8
219,2,1,1,10.0,3,2,1
220,1,1,1,12.0,4,1,2
221,0,1,1,14.0,1,2,3
222,1,1,0,20.0,2,3,4
223,2,0,0,26.0,3,4,5
224,1,1,1,24.0,4,1,6
225,0,1,1,26.0,1,2,7
226,1,1,1,28.0,2,1,8
227,2,1,1,10.0,3,2,1
228,1,1,1,12.0,4,1,2
229,0,1,1,14.0,1,2,3
230,1,1,1,16.0,2,1,4
231,2,1,0,22.0,3,2,5
232,1,0,0,28.0,4,3,6
233,0,1,1,30.0,1,4,7
234,1,1,0,36.0,2,5,8
235,2,1,1,18.0,3,6,1
236,1,1,1,12.0,4,1,2
237,0,1,1,14.0,1,2,3
238,1,1,1,16.0,2,1,4
239,2,0,0,22.0,3,2,5
240,1,1,1,24.0,4,1,6
241,0,1,1,26.0,1,2,7
242,1,1,1,28.0,2,1,8
243,2,1,0,34.0,3,2,9
244,1,1,1,36.0,4,1,10
245,0,1,1,38.0,1,2,11
246,1,1,0,44.0,2,3,12
247,2,1,1,14.0,3,4,1
248,1,1,0,20.0,4,5,2
249,0,1,0,26.0,5,6,3
250,1,1,1,20.0,6,1,4
251,2,1,1,14.0,7,2,1
252,1,1,1,16.0,8,1,2
253,0,1,1,14.0,1,2,3
254,1,1,1,16.0,2,1,4
255,2,0,0,22.0,3,2,5
256,1,1,0,28.0,4,3,6
257,0,1,1,30.0,1,4,7
258,1,1,0,36.0,2,5,8
259,2,1,1,18.0,3,6,1
260,1,1,1,12.0,4,1,2
261,0,1,0,18.0,5,2,3
262,1,1,1,20.0,6,1,4
263,2,0,0,26.0,7,2,5
264,1,1,1,28.0,8,1,6
265,0,1,1,26.0,1,2,7
266,1,1,0,32.0,2,3,8
267,2,0,0,38.0,3,4,9
268,1,1,1,36.0,4,1,10
269,0,1,1,38.0,1,2,11
270,1,0,0,44.0,2,3,12
271,2,1,0,50.0,3,4,13
272,1,1,1,48.0,4,1,14
273,0,1,1,50.0,1,2,15
274,1,1,1,52.0,2,1,16
275,2,0,0,58.0,3,2,17
276,1,1,1,60.0,4,1,18
277,0,0,0,66.0,5,2,19
278,1,1,1,68.0,6,1,20
279,2,0,0,74.0,7,2,21
280,1,1,1,76.0,8,1,22
281,0,1,1,74.0,1,2,23
282,1,1,0,80.0,2,3,24
283,2,0,0,86.0,3,4,25
284,1,1,1,84.0,4,1,26
285,0,1,0,90.0,5,2,27
286,1,0,0,96.0,6,3,28
287,2,1,0,102.0,7,4,29
288,1,1,0,108.0,8,5,30
289,0,1,0,114.0,9,6,31
290,1,1,1,108.0,10,1,32
291,2,1,1,18.0,11,2,1
292,1,1,1,20.0,12,1,2
293,0,1,1,14.0,1,2,3
294,1,1,1,16.0,2,1,4
295,2,0,0,22.0,3,2,5
296,1,1,1,24.0,4,1,6
297,0,1,1,26.0,1,2,7
298,1,0,0,32.0,2,3,8
299,2,0,0,38.0,3,4,9
300,1,1,1,36.0,4,1,10
301,0,1,1,38.0,1,2,11
302,1,0,0,44.0,2,3,12
303,2,1,1,14.0,3,4,1
304,1,1,1,12.0,4,1,2
305,0,1,1,14.0,1,2,3
306,1,1,1,16.0,2,1,4
307,2,1,1,10.0,3,2,1
308,1,0,0,16.0,4,3,2
309,0,1,1,18.0,1,4,3
310,1,0,0,24.0,2,5,4
311,2,1,0,30.0,3,6,5
312,1,1,1,24.0,4,1,6
313,0,1,1,26.0,1,2,7
314,1,1,1,28.0,2,1,8
315,2,1,0,34.0,3,2,9
316,1,1,1,36.0,4,1,10
317,0,1,1,38.0,1,2,11
318,1,1,1,40.0,2,1,12
319,2,1,0,46.0,3,2,13
320,1,1,1,48.0,4,1,14
321,0,1,1,50.0,1,2,15
322,1,0,0,56.0,2,3,16
323,2,1,1,14.0,3,4,1
324,1,1,1,12.0,4,1,2
325,0,1,0,18.0,5,2,3
326,1,1,1,20.0,6,1,4
327,2,0,0,26.0,7,2,5
328,1,1,1,28.0,8,1,6
329,0,1,1,26.0,1,2,7
330,1,0,0,32.0,2,3,8
331,2,1,1,14.0,3,4,1
332,1,1,0,20.0,4,5,2
333,0,1,1,22.0,1,6,3
334,1,1,0,28.0,2,7,4
335,2,1,1,22.0,3,8,1
336,1,1,1,12.0,4,1,2
337,0,1,1,14.0,1,2,3
338,1,1,0,20.0,2,3,4
339,2,1,0,26.0,3,4,5
340,1,1,1,24.0,4,1,6
341,0,1,0,30.0,5,2,7
342,1,1,1,32.0,6,1,8
343,2,1,0,38.0,7,2,9
344,1,1,0,44.0,8,3,10
345,0,1,1,42.0,1,4,11
346,1,1,1,40.0,2,1,12
347,2,1,0,46.0,3,2,13
348,1,1,1,48.0,4,1,14
349,0,1,1,50.0,1,2,15
350,1,1,0,56.0,2,3,16
351,2,1,0,62.0,3,4,17
352,1,1,0,68.0,4,5,18
353,0,1,1,70.0,1,6,19
354,1,1,0,76.0,2,7,20
355,2,1,0,82.0,3,8,21
356,1,0,0,88.0,4,9,22
357,0,0,0,94.0,5,10,23
358,1,0,0,100.0,6,11,24
359,2,1,1,34.0,7,12,1
360,1,1,1,16.0,8,1,2
361,0,0,0,22.0,9,2,3
362,1,1,1,24.0,10,1,4
363,2,0,0,30.0,11,2,5
364,1,0,0,36.0,12,3,6
365,0,1,0,42.0,13,4,7
366,1,1,1,40.0,14,1,8
367,2,1,1,22.0,15,2,1
368,1,1,1,24.0,16,1,2
369,0,1,1,14.0,1,2,3
370,1,1,1,16.0,2,1,4
371,2,1,0,22.0,3,2,5
372,1,1,1,24.0,4,1,6
373,0,1,1,26.0,1,2,7
374,1,1,1,28.0,2,1,8
375,2,0,0,34.0,3,2,9
376,1,1,1,36.0,4,1,10
377,0,1,1,38.0,1,2,11
378,1,1,0,44.0,2,3,12
379,2,0,0,50.0,3,4,13
380,1,1,1,48.0,4,1,14
381,0,1,1,50.0,1,2,15
382,1,1,0,56.0,2,3,16
383,2,1,1,14.0,3,4,1
384,1,1,1,12.0,4,1,2
385,0,1,1,14.0,1,2,3
386,1,1,1,16.0,2,1,4
387,2,0,0,22.0,3,2,5
388,1,1,0,28.0,4,3,6
389,0,1,1,30.0,1,4,7
390,1,1,1,28.0,2,1,8
391,2,1,1,10.0,3,2,1
392,1,0,0,16.0,4,3,2
393,0,1,0,22.0,5,4,3
394,1,0,0,28.0,6,5,4
395,2,0,0,34.0,7,6,5
396,1,1,0,40.0,8,7,6
397,0,1,1,38.0,1,8,7
398,1,1,1,28.0,2,1,8
399,2,1,1,10.0,3,2,1
400,1,1,1,12.0,4,1,2
401,0,1,1,14.0,1,2,3
402,1,1,0,20.0,2,3,4
403,2,1,0,26.0,3,4,5
404,1,1,1,24.0,4,1,6
405,0,1,1,26.0,1,2,7
406,1,1,0,32.0,2,3,8
407,2,1,1,14.0,3,4,1
408,1,0,0,20.0,4,5,2
409,0,1,1,22.0,1,6,3
410,1,0,0,28.0,2,7,4
411,2,1,1,22.0,3,8,1
412,1,1,1,12.0,4,1,2
413,0,1,1,14.0,1,2,3
414,1,1,0,20.0,2,3,4
415,2,0,0,26.0,3,4,5
416,1,1,1,24.0,4,1,6
417,0,0,0,30.0,5,2,7
418,1,1,1,32.0,6,1,8
419,2,0,0,38.0,7,2,9
420,1,1,1,40.0,8,1,10
421,0,1,1,38.0,1,2,11
422,1,1,1,40.0,2,1,12
423,2,1,1,10.0,3,2,1
424,1,1,1,12.0,4,1,2
425,0,1,0,18.0,5,2,3
426,1,1,1,20.0,6,1,4
427,2,0,0,26.0,7,2,5
428,1,1,1,28.0,8,1,6
429,0,1,1,26.0,1,2,7
430,1,0,0,32.0,2,3,8
431,2,1,1,14.0,3,4,1
432,1,1,1,12.0,4,1,2
433,0,1,1,14.0,1,2,3
434,1,0,0,20.0,2,3,4
435,2,1,1,14.0,3,4,1
436,1,1,1,12.0,4,1,2
437,0,1,1,14.0,1,2,3
438,1,1,1,16.0,2,1,4
439,2,1,1,10.0,3,2,1
440,1,1,1,12.0,4,1,2
441,0,1,0,18.0,5,2,3
442,1,0,0,24.0,6,3,4
443,2,1,0,30.0,7,4,5
444,1,0,0,36.0,8,5,6
445,0,1,1,34.0,1,6,7
446,1,1,1,28.0,2,1,8
447,2,0,0,34.0,3,2,9
448,1,1,0,40.0,4,3,10
449,0,1,1,42.0,1,4,11
450,1,1,1,40.0,2,1,12
451,2,1,1,10.0,3,2,1
452,1,1,1,12.0,4,1,2
453,0,1,1,14.0,1,2,3
454,1,0,0,20.0,2,3,4
455,2,1,1,14.0,3,4,1
456,1,1,1,12.0,4,1,2
457,0,1,1,14.0,1,2,3
458,1,1,1,16.0,2,1,4
459,2,1,1,10.0,3,2,1
460,1,1,1,12.0,4,1,2
461,0,1,1,14.0,1,2,3
462,1,0,0,20.0,2,3,4
463,2,1,1,14.0,3,4,1
464,1,1,1,12.0,4,1,2
465,0,1,0,18.0,5,2,3
466,1,1,1,20.0,6,1,4
467,2,1,1,14.0,7,2,1
468,1,0,0,20.0,8,3,2
469,0,1,1,18.0,1,4,3
470,1,1,1,16.0,2,1,4
471,2,1,1,10.0,3,2,1
472,1,1,1,12.0,4,1,2
473,0,1,1,14.0,1,2,3
474,1,1,1,16.0,2,1,4
475,2,1,0,22.0,3,2,5
476,1,1,1,24.0,4,1,6
477,0,1,1,26.0,1,2,7
478,1,1,1,28.0,2,1,8
479,2,0,0,34.0,3,2,9
480,1,1,1,36.0,4,1,10
481,0,1,1,38.0,1,2,11
482,1,0,0,44.0,2,3,12
483,2,0,0,50.0,3,4,13
484,1,1,1,48.0,4,1,14
485,0,1,1,50.0,1,2,15
486,1,1,1,52.0,2,1,16
487,2,1,1,10.0,3,2,1
488,1,1,0,16.0,4,3,2
489,0,1,1,18.0,1,4,3
490,1,0,0,24.0,2,5,4
491,2,1,1,18.0,3,6,1
492,1,1,1,12.0,4,1,2
493,0,0,0,18.0,5,2,3
494,1,1,1,20.0,6,1,4
495,2,1,0,26.0,7,2,5
496,1,1,0,32.0,8,3,6
497,0,1,0,38.0,9,4,7
498,1,1,1,36.0,10,1,8
499,2,0,0,42.0,11,2,9
